source_url,name,pk_unique_id,mongo DB,specialties,procedure,equipment,capability,organization_type,content_table_id,phone_numbers,email,websites,officialWebsite,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,countries,missionStatement,missionStatementLink,organizationDescription,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,unique_id,lat,lon,location_query,osm_display_name,method_used_for_geocoding,resolved_location_query
https://www.facebook.com/131242937575208,A & A Medlove Medical Centre,7,62af6cb34b3cbc0016ef302b,"[""internalMedicine""]",[],[],"[""Located at Parakuo Estates on the Abokobi road, Accra, Ghana."",""Offers 24-hour medical services (Always open)."",""Contact number: +233 55 442 0306.""]",facility,d7b7b0a6-a5bf-4bb3-942a-8edb13760066,"[""+233554420306""]",,,,,,,,,,,"Parakuo Estates, on the Abokobi road",,,Accra,,,Ghana,GH,,,,,,,,"A & A Medlove Medical Centre is located at Parakuo Estates, on the Abokobi road, Accra, Ghana. It provides 24-hour service.",,,,9b5bcd5b-ffa8-45c0-8d89-29513c7440b6,5.5571096,-0.2012376,"Accra, Ghana","Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",llm,"Accra, Ghana"
https://www.ghanayello.com/company/49009/AA_MEDLOVE_MEDICAL_CENTRE_LTD,A&a Medlove Medical Centre,7,62af6cb34b3cbc0016ef302b,"[""gynecologyAndObstetrics"",""pediatrics"",""ophthalmology"",""diagnosticRadiology"",""cardiology""]","[""Provides general medical consultations"",""Provides specialist consultations"",""Offers obstetrics and gynecology services"",""Offers pediatrics consultations"",""Offers eye care services"",""Provides outpatient and inpatient care"",""Has an on-site pharmacy"",""Provides laboratory services"",""Performs ultrasound scans"",""Performs electrocardiograms (ECG)""]",[],"[""Open 24 hours a day, 7 days a week"",""Established in June 2016"",""Has 11-15 employees"",""Located on Ashongman-Abokobi road, Accra, Ghana"",""Managed by Dr. Anthony Twum-Barimah""]",facility,164d37ba-e0d6-4acf-b962-cec0f35319c9,"[""+233554420306"",""+23330968030"",""+233543738972""]",,,,2016.0,,,,,,,Ashongman-Abokobi road,,,Accra,,,Ghana,GH,,,,,,,,A&A MEDLOVE MEDICAL CENTRE IS A MEDICAL FACILITY ESTABLISHED IN JUNE 2016 TO SERVE OUR COMMUNITY OUR SERVICES INCLUDE: 1. GENERALLY CONSULTATION 2. SPECIALIST CONSULTATION   OBSTETRICS AND GYNECOLOGY 3. PEDIATRICS 4. EYE CARE 5. OUT PATIENT & IN PATIENT 6. PHARMACY   7. LABORATORY   8. ULTRASOUND SCAN   9. ELECTROCARDIOGRAM( ECG),,,,77a63893-e9b0-4aa7-89cf-daea0bdc3938,5.5571096,-0.2012376,"Accra, Ghana","Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",llm,"Accra, Ghana"
https://www.facebook.com/823983771292953,Abomosu Health Centre,8,,"[""internalMedicine""]",[],[],"[""Located in Abomosu, Ghana"",""Is categorized as a hospital on Facebook"",""Is an unofficial page for Abomosu Health Centre"",""Page created on April 21, 2019"",""Has 35 likes, 35 followers, and 2,118 check-ins"",""Page shows 'Always open' status""]",facility,bc4adfe3-c249-463b-818a-dd4eea8834aa,,,,,,,,,,,,,,,Abomosu,,,Ghana,GH,,,,,hospital,,,,,,,80296656-a224-42d4-93cf-af30b3cbf514,6.3025221,-0.7252218,"Abomosu, Ghana","Abomosu, Atiwa West District, Eastern Region, Ghana",rule_based,"Abomosu, Ghana"
https://www.ghanabusinessweb.com/accra-adabraka-health_clinics-iran_clinic-9430.html,Aboraa Hospital,9,,"[""internalMedicine""]",[],[],[],facility,cd191c26-2987-404f-b5bb-7dfe6d7a7b02,,,,,,,,,,,,Ring Road Central,,,Accra,,,Ghana,GH,,,,,hospital,,,,,,,c1abd8e0-c2fa-40d3-9a27-5b6a32bc429f,5.5708721,-0.2101669,"Ring Road Central, Ghana","Ring Road Central, Kokomlemle East, Asylum Down, Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",rule_based,"Ring Road Central, Ghana"
https://www.ghanayello.com/company/52418/Abuakwa_Maternity_Home,Abuakwa Maternity Home,10,62837ca85319e30016b7462e,"[""gynecologyAndObstetrics"",""internalMedicine"",""obstetricsAndMaternityCare""]",,,"[""Abuakwa Maternity Home is a private maternity home located in Ashanti, Abuakwa, Ghana."",""Listed in categories: Doctors and Clinics; Hospitals; Pregnancy and Child Birth; Maternity Services; Maternity Homes."",""Registered with GhanaYello on 12 Apr 2018""]",facility,49b1269c-4667-44be-aca3-c34c14756185,,,,,,,,,,,,,,,Abuakwa,Ashanti,,Ghana,GH,,,,,hospital,private,,"Abuakwa Maternity Home is a private maternity home in Ashanti, Abuakwa Ghana.",,,,f5f50673-aaa4-440c-9073-6736277a2278,6.6985948,-1.7145056,"Abuakwa, Ashanti, Ghana","Abuakwa, Atwima-Nwabiagya Municipal District, Ashanti Region, Ghana",rule_based,"Abuakwa, Ashanti, Ghana"
http://ghanahospitals.org/regions/fdetails.php?id=2886&r=western,Abura Health Centre,11,625836bc6a870d0016ec9156,"[""internalMedicine""]",,,"[""Abura Health Centre is a Government-owned Health Centre."",""Location: P.O.BOX 49, DHA, ABURA."",""Telephone: 020-926-187-3."",""Services: General."",""NHIS accredited: yes""]",facility,7ecdb832-b380-4f3d-89db-6ca0def73e5d,"[""+233209261873""]",,,,,,,,,,,P.O. Box 49,DHA,ABURA,Abura,,,Ghana,GH,,,,,,,,Health Centre offering general services; government-owned; NHIS accredited.,,,,6c1a5964-3b1e-4943-85e9-9d009689a107,5.3103937,-0.7698124,"ABURA, Ghana","Abura, Gomoa West District, Central Region, Ghana",rule_based,"ABURA, Ghana"
https://www.ghanabusinessweb.com/accra-adabraka-health_clinics-iran_clinic-9430.html,Accra Medical Centre,12,,"[""internalMedicine""]",,,"[""Located at 161 Ringway Estate, Osu Osu, Accra"",""Listed as a related place with listing ID 9292 on GhanaBusinessWeb"",""Listed as related place to Iran Clinic on GhanaBusinessWeb page""]",facility,cd191c26-2987-404f-b5bb-7dfe6d7a7b02,,,,,,,,,,,,161 Ringway Estate,Osu Osu,,Accra,,,Ghana,GH,,,,,,,,,,,,c0d9883e-034c-47ad-8f07-29c200905450,5.5674454,-0.1937317,"Osu Osu, Ghana","Accra Ghana Temple, 57, Independence Avenue, Ministries, Ridge, Accra, Korle-Klottey Municipal District, Greater Accra Region, 00233, Ghana",rule_based,"Osu Osu, Ghana"
https://www.ghanabusinessweb.com/accra-dansoman-hospitals-karikari_brobbey_hospital-9444.html,Accra Medical Centre,12,,"[""internalMedicine""]",,,,facility,2d84a935-452c-441c-a766-8fcbb8b4e7ea,,,,,,,,,,,,161 Ringway Estate,Osu Osu,,Accra,,,Ghana,GH,,,,,,,,,,,,bdfcb6c1-93a9-4f1b-b49e-7b82e3e8e9ad,5.5674454,-0.1937317,"Osu Osu, Ghana","Accra Ghana Temple, 57, Independence Avenue, Ministries, Ridge, Accra, Korle-Klottey Municipal District, Greater Accra Region, 00233, Ghana",rule_based,"Osu Osu, Ghana"
https://www.ghanabusinessweb.com/accra-north_industrial_area-health_clinics-lakeside_clinic-9470.html,Accra Medical Centre,12,,"[""internalMedicine""]",,,,facility,ad8a6ade-2910-4c59-8854-8f24f31b815a,,,,,,,,,,,,161 Ringway Estate,Osu Osu,,Accra,,,Ghana,GH,,,,,,,,,,,,3086dd25-3031-4669-8f2e-c5d4bc0311b0,5.5674454,-0.1937317,"Osu Osu, Ghana","Accra Ghana Temple, 57, Independence Avenue, Ministries, Ridge, Accra, Korle-Klottey Municipal District, Greater Accra Region, 00233, Ghana",rule_based,"Osu Osu, Ghana"
https://www.accranewtownislamichospital.com/,Accra Newtown Islamic Hospital,13,,"[""internalMedicine"",""ophthalmology"",""nephrology"",""hepatopancreatobiliarySurgery"",""radiology"",""generalSurgery"",""clinicalPathology""]","[""Provides ultrasound scanning"",""Provides X-ray imaging"",""Offers major and minor surgeries in an ultra-modern theatre"",""Performs laboratory testing (24/7)""]","[""Ultra-modern operating theatre"",""On-site laboratory facilities""]","[""Laboratory tests conducted 24/7"",""Pharmacy services available 24/7"",""Dialysis Center on site"",""ANIH app enables appointment scheduling and access to medical records"",""Insurance partnerships with Metro, Glico, Star, ACE Medical, and NHIS""]",facility,97fe429d-b685-4d65-b436-2cce789be0ab,"[""+233302229301"",""+233576638624""]",,,,,,,,,,,Obaakrowa Close,,,Accra Newtown,,,Ghana,GH,,,,,hospital,,,Modern Healthcare for everybody. We do all types of laboratory test 24/7. Ultra modern theatre for Major and Minor surgeries. 24 / 7 Dispensary for all types of medications.,,,,6cb95d3b-34b2-4354-ad7d-08dba6345cb8,5.5876871,-0.205018,"Obaakrowa Close, Ghana","Obaakrowa Close, IMS, Maamobi, Accra, Ayawaso North Municipal District, Greater Accra Region, Ghana",rule_based,"Obaakrowa Close, Ghana"
https://www.ghanabusinessweb.com/accra-north_industrial_area-health_clinics-lakeside_clinic-9470.html,Accra Physiotherapy & Sports Injury Clinic,14,,"[""sportsMedicinePMR""]","[""""]","[""""]","[""Located at 127/21 Saflo Link, Abelemkpe, Accra, Ghana"",""Listed in GhanaBusinessWeb as Accra Physiotherapy & Sports Injury Clinic in Health Clinics category""]",facility,ad8a6ade-2910-4c59-8854-8f24f31b815a,,,,,,,,,,,,127/21 Saflo Link,Abelemkpe,,Accra,,,Ghana,GH,,,,,,,,,,,,26b488e8-cf75-4934-9f2a-9086357b0316,5.6082524,-0.2139627,"Abelemkpe, Ghana","Abelemkpe Road, Abelenkpe, Dzorwulu, Accra, Ayawaso West Municipal District, Greater Accra Region, Ghana",rule_based,"Abelemkpe, Ghana"
http://accrapsychiatrichospital.org/,Accra Psychiatric Hospital,15,"5ea3146e994ecc38cda4ec81,","[""psychiatry"",""emergencyMedicine"",""pathology"",""addictionPsychiatry"",""communityAndPublicPsychiatry"",""physicalMedicineAndRehabilitation"",""internalMedicine""]",,,,facility,ceb820b9-6b03-46f7-9567-faeff08286df,"[""0302 228688""]",info@accrapsychiatrichospital.org,"[""accrapsychiatrichospital.org""]",accrapsychiatrichospital.org,,,,,,,,Castle Road,Box 1305,,Accra,,,Ghana,GH,,,,,hospital,,,OPD services; 24hr Emergency care; in-patients services; Clinical Psychology services; Electro Convulsive Therapy; Laboratory Services; 24 hr Pharmacy; Social Work Services; Community Psychiatry Nursing Services; drug treatment & Rehab; occupational therapy services. Bed state: 15 wards with the capacity to accommodate 600 patients; currently running 300 beds due to Covid-19. Opening Hours: 24 hr Services. Visiting Hours: Mon–Sun 6AM–8PM.,,,,72551c75-afcb-4c7f-b6b4-d5a35c72def4,10.4019949,-2.665861,"Box 1305, Ghana","Azumah Resources Ghana Limited, R132, Nadowli, Nadowli-Kaleo District, Upper West Region, Ghana",rule_based,"Box 1305, Ghana"
https://www.facebook.com/accrapsychiatrichospital,Accra Psychiatric Hospital,15,"5ea3146e994ecc38cda4ec81,","[""psychiatry"",""internalMedicine""]",[],[],"[""Located on Castle Road, Accra, Ghana."",""Provides mental health services."",""Phone: +233 57 769 0753."",""Email: info@accrapsychiatrichospital.org."",""Website: accrapsychiatrichospital.org."",""Always open.""]",facility,49d27c52-39d9-4f10-aca9-4614f7879e8f,"[""+233577690753""]",info@accrapsychiatrichospital.org,"[""accrapsychiatrichospital.org""]",accrapsychiatrichospital.org,,,,,,,,Castle Road,,,Accra,,,Ghana,GH,,,,,hospital,,,,,,,29a28abb-5523-42f0-9079-3d796517df35,5.5627988,-0.2037305,"Castle Road, Ghana","Castle Road, Ministries, West Ridge, Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",rule_based,"Castle Road, Ghana"
https://accraspecialisteye.com/,Accra Specialist Eye Hospital,16,,"[""ophthalmology"",""cataractAndAnteriorSegmentSurgery"",""glaucomaOphthalmology"",""retinaAndVitreoretinalOphthalmology"",""oculoplasticsAndReconstructiveOrbitalSurgery"",""eyeTraumaAndEmergencyEyeCare"",""corneaOphthalmology"",""refractiveSurgeryOphthalmology"",""internalMedicine""]","[""Offers general ophthalmology consultations"",""Performs cataract surgeries including micro-incision cataract surgery (phaco)"",""Offers laser eye surgeries"",""Performs glaucoma surgeries"",""Performs retina and vitreoretinal surgeries"",""Performs oculoplastic surgeries"",""Performs chalazion incision and curettage"",""Performs foreign body removal from the eye"",""Performs cornea transplant surgeries"",""Performs vitrectomy for retinal detachment and vitreous hemorrhage"",""Performs enucleation and evisceration"",""Performs combined cataract and retina detachment procedures (phaco‑vitrectomy)"",""Provides pediatric eye care services"",""Provides optical services including refraction, contact lenses, and spectacle frames and lenses"",""Conducts visual field testing"",""Performs B-scan ocular ultrasonography"",""Provides fundus photography and fundus fluorescein angiography (FFA)"",""Performs gonioscopy"",""Uses optical coherence tomography (OCT) for macular and RNFL analysis"",""Provides macular OCT imaging"",""Performs Schirmer’s test"",""Performs Amsler grid testing"",""Performs color vision testing"",""Performs stereopsis testing"",""Performs keratoscopy"",""Performs cycloplegic refraction""]","[""Optical Coherence Tomography (OCT) machine"",""OCT imaging with RNFL and macular analysis capabilities"",""Fundus photography equipment"",""Fundus fluorescein angiography (FFA) imaging capability"",""B-scan ocular ultrasonography device"",""Gonioscopy equipment"",""Visual field testing equipment""]","[""Opening hours: Mon–Fri 8am–5pm; Sat 8:30am–1:30pm; Sun closed"",""Voted Best Eye Hospital in Ghana"",""Founded and managed under the guidance of Dr. Asiwome Kwesi Seneadza"",""Staff includes ophthalmologists, surgeons, and eye care professionals"",""Has insurance partnerships with leading providers"",""Located at 49 Nii Ayi Kushie St, Tantra Hill, Accra"",""Phone number +23350 006 0545"",""Email hello@accraspecialisteye.com""]",facility,97ae71d9-d168-4cad-b26a-b001fa678564,"[""+233500060545""]",hello@accraspecialisteye.com,"[""accraspecialisteye.com""]",accraspecialisteye.com,,,,,,,,49 Nii Ayi Kushie St,Tantra Hill,,Accra,,,Ghana,GH,,,,,hospital,,,"Excellence in Eye Care at Accra Specialist Eye Hospital. From advanced laser and cataract surgeries to comprehensive clinical and diagnostic services, we are here to meet all your eye care needs.",,,,e88bc1ec-d694-4eae-a751-bf2dd7452bce,5.6375376,-0.25126,"Tantra Hill, Ghana","Tantra Hill, Ga North Municipal District, Greater Accra Region, Ghana",rule_based,"Tantra Hill, Ghana"
https://www.facebook.com/104885145622827,Accra Specialist Eye Hospital,16,,"[""ophthalmology"",""internalMedicine""]",,,"[""Eye hospital specializing in ophthalmology"",""Located at 49 Nii Ayi Kushie St, Tantra Hill, Ghana"",""Phone number +233 50 006 0545"",""Email info@accraspecialisteye.com""]",facility,ae951949-eaca-4d80-97f6-b652801b5f7b,"[""+233500060545""]",info@accraspecialisteye.com,"[""accraspecialisteye.com""]",accraspecialisteye.com,,,,,,,,49 Nii Ayi Kushie St,Tantra Hill,,,,,Ghana,GH,,,,,hospital,,,We're an eye specialist hospital dedicated to providing the best care for you and your eyes.,,,,e217ce16-b379-4d49-892c-760cc5f6957e,5.6375376,-0.25126,"Tantra Hill, Ghana","Tantra Hill, Ga North Municipal District, Greater Accra Region, Ghana",rule_based,"Tantra Hill, Ghana"
http://ghanahospitals.org/regions/fdetails.php?id=102&r=ashanti,ACHIASE HEALTH CENTRE,17,6283a05f5319e30016b74630,,,,"[""ACHIASE HEALTH CENTRE is a government-owned health centre located in ACHIASE."",""Type: HEALTH CENTRE."",""Location: ACHIASE."",""Ownership: GOVERNMENT."",""Telephone numbers: 0244-531142 and 020-2490199."",""Services provided: General."",""NHIS accreditation: yes.""]",facility,ff290789-11cd-4819-bc73-9462e7ecb049,"[""+233244531142"",""+233202490199""]",,,,,,,,,,,ACHIASE,,,,Ashanti Region,,Ghana,GH,,,,,,public,"[""government""]",General,,,,fd787501-bc4d-4fd5-b7c6-44d749bf4bf1,6.7815189,-1.6824866,"ACHIASE, Ashanti Region, Ghana","Achiase, Atwima-Nwabiagya North District, Ashanti Region, Ghana",rule_based,"ACHIASE, Ashanti Region, Ghana"
https://www.ghaneps.gov.gh/epps/prepareViewCAOrganisation.do?id=20612,Achimota Hospital,18,5ea3146e994ecc38cda4ec82,"[""internalMedicine""]",[],[],"[""Organization name: ACHIMOTA HOSPITAL"",""Organization abbreviation: ACHS"",""City: ACCRA"",""Country: Ghana"",""Street address: GA-297-6410"",""Phone number: 0206945455"",""Email: achimota.dhgar@ghs.gov.gh"",""Last updated: 17 April 2025""]",facility,ab1739ca-8e70-45d5-880d-ab51ee850e67,"[""+233206945455""]",achimota.dhgar@ghs.gov.gh,,,,,,,,,,GA-297-6410,,,ACCRA,,,Ghana,GH,,,,,hospital,,,,,,,78e8535a-039f-4950-a241-433b946f166b,5.5571096,-0.2012376,"Accra, Ghana","Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",llm,"Accra, Ghana"
http://www.acrecitymedics.com/,Acrecity Medics,19,,"[""gynecologyAndObstetrics"",""pediatrics"",""otolaryngology"",""internalMedicine"",""clinicalPsychology"",""ophthalmology"",""dermatology"",""dietetics"",""orthopedicSurgery"",""urology"",""generalSurgery""]","[""Provides diagnostic imaging services"",""Provides in-house laboratory services""]",,"[""Location: Suite G05 Nester Square, Airport City, Accra, Ghana"",""Serves Airport City and the Greater Accra Metropolis"",""Opening hours: Monday–Friday 08:00–19:00; Saturday 09:00–14:00"",""Offers GP & Specialist Clinics; Diagnostics; Travel & Immunisation; Dispensary; Medical Tourism; Healthcare Events"",""Specialist clinics include Obstetrics & Gynaecology, Paediatrics, ENT, Internal Medicine, Clinical Psychology, Ophthalmology, Dermatology, and Dietetics"",""In-house pharmacists provide complimentary tailored medication consultations and drug interaction checks"",""On-site dispensary available"",""Located 3 minutes' drive from Kotoka International Airport""]",facility,f14e15f9-e536-4826-8cd7-6d1b3d72509b,"[""+233303976965"",""+233209421856""]",info@acrecitymedics.com,"[""acrecitymedics.com""]",acrecitymedics.com,,,,,,,,Suite G05 Nester Square,Airport City,,Accra,,,Ghana,GH,,,,,clinic,private,,"Acrecity Medics runs a clinic in Airport City, Accra.",,,,87c463b8-0f1e-410a-bd84-50b2ee306e4f,5.6007437,-0.1752287,"Airport City, Ghana","Airport City, Accra, La-Dade-Kotopon Municipal District, Greater Accra Region, Ghana",rule_based,"Airport City, Ghana"
https://www.facebook.com/acresmedicalcentre/?_rdc=2&_rdr,Acres Medical Centre,20,624b6500d397060016d003ee,"[""internalMedicine"",""pediatrics""]",[],[],"[""Identified as a primary hospital"",""Located at 82 Lakeside Estate, Community 1, Ashaley Botwe, Accra, Ghana"",""Has contact numbers +233 50 989 9878 and 0509899878 (WhatsApp only)"",""Email acresmedicalcentre@gmail.com"",""Offers pediatric consultations""]",facility,35d95e93-a450-4baa-be60-b66b9db830ba,"[""+233509899878""]",acresmedicalcentre@gmail.com,,,,,,,,,,82 Lakeside Estate Community 1,Lakeview street,,Accra,,,Ghana,GH,,,,,hospital,,,Acres Medical Centre is in Lakeside Estate.,,,,07629c3c-cdae-4f1c-b585-dbd634fdd60f,5.5571096,-0.2012376,"Accra, Ghana","Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",llm,"Accra, Ghana"
https://www.facebook.com/300636153993435,Adabraka Polyclinic (Ridge Hospital OPD),21,5ea3146e994ecc38cda4ecc8,"[""internalMedicine""]",[],[],[],facility,c39efe29-5594-4034-a3f4-ecd640da5802,,,,,,,,,,,,,,,Accra,,,Ghana,GH,,,,,hospital,,,,,,,86342b7f-6a91-4502-85a3-a08ae0a33341,5.5571096,-0.2012376,"Accra, Ghana","Accra, Korle-Klottey Municipal District, Greater Accra Region, Ghana",rule_based,"Accra, Ghana"
